Ticker,Name,Price,"GICS Sector
","GICS Ind Name
","P/FCF LF
","P/B LF
","P/S LF
","P/E LF
"
NEXT UR Equity,NextDecade Corp,2.38,Energy,"Oil, Gas & Consumable Fuels",--,4.55799818,--,--
NFBK UW Equity,Northfield Bancorp Inc,13.9,Financials,Thrifts & Mortgage Finance,16.67929077,1.198549032,4.408740044,19.95294189
NFG UN Equity,National Fuel Gas Co,36.85,Utilities,Gas Utilities,--,1.845944047,2.438832045,14.12976074
NFLX UW Equity,Netflix Inc,369.51,Communication Services,Entertainment,--,18.72615814,7.028516769,78.34624481
NG UA Equity,Novagold Resources Inc,8.76,Materials,Metals & Mining,--,16.52182007,--,--
NGHC UQ Equity,National General Holdings Corp,19.23,Financials,Insurance,5.818634033,1.139124036,0.483007014,8.653888702
NGM UW Equity,NGM Biopharmaceuticals Inc,18.17,Health Care,Pharmaceuticals,--,2.701335907,--,--
NGS UN Equity,Natural Gas Services Group Inc,8.3,Energy,Energy Equipment & Services,--,0.670132995,2.23862505,107.9163971
NGVC UN Equity,Natural Grocers by Vitamin Cottage Inc,7.26,Consumer Staples,Food & Staples Retailing,20.42126083,1.394384027,0.242887005,22.83675575
NGVT UN Equity,Ingevity Corp,45.99,Materials,Chemicals,22.88279533,6.88539505,2.833622932,15.77029228
NHC UA Equity,National HealthCare Corp,73.31,Health Care,Health Care Providers & Services,17.91075134,1.701997042,1.324586987,22.93378448
NHI UN Equity,National Health Investors Inc,86.02,Real Estate,Equity Real Estate Investment Trusts (REITs),1240.645142,2.425822973,11.12423229,22.08988571
NI UN Equity,NiSource Inc,29.295,Utilities,Multi-Utilities,--,2.083273888,2.002310991,18.20364571
NINE UN Equity,Nine Energy Service Inc,3.03,Energy,Energy Equipment & Services,2.983042955,0.310977012,0.198318005,444.3644104
NJR UN Equity,New Jersey Resources Corp,37.33,Utilities,Gas Utilities,--,2.194571972,1.674229026,26.04968834
NKE UN Equity,NIKE Inc,90.16,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",43.47912598,15.58666611,3.590786934,32.68881226
NKSH UR Equity,National Bankshares Inc,34.77,Financials,Banks,15.95877743,1.587018013,5.482242107,16.95471764
NKTR UW Equity,Nektar Therapeutics,20.04,Health Care,Pharmaceuticals,--,2.710890055,32.96764755,--
NL UN Equity,NL Industries Inc,3.11,Industrials,Commercial Services & Supplies,21.19379997,0.608871996,1.501780987,74.92726135
NLOK UW Equity,NortonLifeLock Inc,19.09,Information Technology,Software,12.33161068,1.827777028,4.410171032,66.18681335
NLSN UN Equity,Nielsen Holdings PLC,16.54,Industrials,Professional Services,7.604863167,3.293777943,1.111325979,85.36621094
NLY UN Equity,Annaly Capital Management Inc,9.25,Financials,Mortgage Real Estate Investment Trusts (REITs),--,0.980144024,14.3154459,14.11020279
NMIH UQ Equity,NMI Holdings Inc,24.52,Financials,Thrifts & Mortgage Finance,11.33619499,2.437738895,6.062575817,12.97518539
NMRK UW Equity,Newmark Group Inc,9.095,Real Estate,Real Estate Management & Development,--,2.21842289,1.077839971,20.38562202
NNBR UW Equity,NN Inc,6.47,Industrials,Machinery,9.976193428,0.838187993,0.353015006,191.8058777
NNI UN Equity,Nelnet Inc,51.12,Financials,Consumer Finance,20.37263107,1.074126005,1.43363595,13.94451046
NNN UN Equity,National Retail Properties Inc,53.63,Real Estate,Equity Real Estate Investment Trusts (REITs),--,2.488729,13.16807842,34.47218323
NOC UN Equity,Northrop Grumman Corp,328.4,Industrials,Aerospace & Defense,19.11553192,6.546639919,1.720664024,15.07495403
NODK UR Equity,NI Holdings Inc,13.885,Financials,Insurance,17.08996964,1.311184049,1.485396028,23.06656075
NOG UA Equity,Northern Oil and Gas Inc,1.34,Energy,"Oil, Gas & Consumable Fuels",--,1.541524053,0.877103984,4.152647972
NOV UN Equity,National Oilwell Varco Inc,17.815,Energy,Energy Equipment & Services,19.91182709,1.242794991,1.127207041,--
NOVA UN Equity,Sunnova Energy International Inc,19.32,Utilities,Independent Power and Renewable Electricity Producers,--,1.450960994,3.460925102,--
NOVT UW Equity,Novanta Inc,89.62,Information Technology,"Electronic Equipment, Instruments & Components",59.04311752,7.430984974,4.947794914,56.61732483
NOW UN Equity,ServiceNow Inc,327.13,Information Technology,Software,54.11782837,25.13633156,15.22341919,88.98426056
NP UN Equity,Neenah Inc,55.42,Materials,Paper & Forest Products,15.57064533,2.919646978,1.264405966,20.00386238
NPK UN Equity,National Presto Industries Inc,79.63,Industrials,Aerospace & Defense,--,1.752269983,2.087781906,15.46580982
NPO UN Equity,EnPro Industries Inc,50.35,Industrials,Machinery,7.982476234,1.567294955,0.983062029,15.44142723
NPTN UN Equity,NeoPhotonics Corp,6.64,Information Technology,Semiconductors & Semiconductor Equipment,16.74154663,2.671555996,1.170876026,--
NR UN Equity,Newpark Resources Inc,3.42,Energy,Energy Equipment & Services,20.42432976,1.025542974,0.686473012,--
NRC UW Equity,National Research Corp,53.3,Health Care,Health Care Providers & Services,37.29370117,50.01332092,12.78230667,52.33333206
NRIM UW Equity,Northrim BanCorp Inc,34.01,Financials,Banks,178.5563812,1.212852955,2.388390064,12.59868431
NRZ UN Equity,New Residential Investment Corp,16.04,Financials,Mortgage Real Estate Investment Trusts (REITs),--,0.977923989,2.545758963,11.29784966
NSA UN Equity,National Storage Affiliates Trust,35.75,Real Estate,Equity Real Estate Investment Trusts (REITs),--,2.859410048,5.046637058,--
NSC UN Equity,Norfolk Southern Corp,175,Industrials,Road & Rail,27.35184479,3.297358036,4.535636902,19.20604515
NSIT UW Equity,Insight Enterprises Inc,55.01,Information Technology,"Electronic Equipment, Instruments & Components",43.48416138,2.13616991,0.322926998,14.49154377
NSP UN Equity,Insperity Inc,63.99,Industrials,Professional Services,23.83043671,830.489563,0.80252701,23.38043594
NSSC UW Equity,Napco Security Technologies Inc,20.17,Information Technology,"Electronic Equipment, Instruments & Components",104.6568604,6.935481071,5.083442211,37.20253372
NSTG UQ Equity,NanoString Technologies Inc,34.01,Health Care,Life Sciences Tools & Services,--,9.695637703,7.670875072,--
NTB UN Equity,Bank of NT Butterfield & Son Ltd/The,25.73,Financials,Banks,4.398327827,1.652865052,2.740144014,11.11711693
NTCT UW Equity,NetScout Systems Inc,25.63,Information Technology,Communications Equipment,10.28386593,0.905690014,2.042139053,131.1759491
NTGN UW Equity,Neon Therapeutics Inc,1.62,Health Care,Biotechnology,--,1.136765957,--,--
NTGR UW Equity,NETGEAR Inc,17.99,Information Technology,Communications Equipment,683.0036011,1.204977989,0.758871019,28.25093269
NTLA UQ Equity,Intellia Therapeutics Inc,15.17,Health Care,Biotechnology,--,2.728630066,16.05795479,--
NTNX UW Equity,Nutanix Inc,21.45,Information Technology,Software,--,88.38993835,4.890151978,--
NTRA UW Equity,Natera Inc,38.99,Health Care,Biotechnology,--,9.429080009,7.754919052,--
NTRS UW Equity,Northern Trust Corp,79.93,Financials,Capital Markets,11.29553223,2.008816957,3.305335045,16.06749153
NTUS UW Equity,Natus Medical Inc,26.74,Health Care,Health Care Equipment & Supplies,19.89554977,2.692591906,2.240017891,63.24406052
NUAN UW Equity,Nuance Communications Inc,21.48,Information Technology,Software,16.4895649,4.080140114,2.912081003,22.35487175
NUE UN Equity,Nucor Corp,40.24,Materials,Metals & Mining,12.89053822,1.639911056,0.760227025,12.45218658
NUS UN Equity,Nu Skin Enterprises Inc,24.86,Consumer Staples,Personal Products,20.35475349,2.603127003,0.939939976,13.17684937
NUVA UW Equity,NuVasive Inc,61.78,Health Care,Health Care Equipment & Supplies,35.83561325,4.787073135,3.440366983,53.33531952
NVAX UW Equity,Novavax Inc,12.45,Health Care,Biotechnology,--,--,6.599461079,--
NVCR UW Equity,Novocure Ltd,70.9,Health Care,Health Care Equipment & Supplies,518.8447876,38.51077271,23.35654068,--
NVDA UW Equity,NVIDIA Corp,272.5,Information Technology,Semiconductors & Semiconductor Equipment,35.75806808,12.5609436,13.98809528,54.66041946
NVEC UR Equity,NVE Corp,62.21,Information Technology,Semiconductors & Semiconductor Equipment,22.98850441,4.312626839,13.92234898,24.70588112
NVEE UR Equity,NV5 Global Inc,54.89,Industrials,Construction & Engineering,15.6814003,1.744274974,1.15041995,25.86494446
NVRO UN Equity,Nevro Corp,132.09,Health Care,Health Care Equipment & Supplies,--,17.13746262,9.287382126,--
NVST UN Equity,Envista Holdings Corp,22.55,Health Care,Health Care Equipment & Supplies,12.6273632,1.328701019,1.467134953,18.24692726
NVT UN Equity,nVent Electric PLC,22.97,Industrials,Electrical Equipment,14.55144691,1.748419046,1.990702987,18.13226318
NVTA UN Equity,Invitae Corp,19.76,Health Care,Biotechnology,--,4.10099411,6.801735878,--
NWBI UW Equity,Northwest Bancshares Inc,14.145,Financials,Thrifts & Mortgage Finance,14.95989609,1.313150048,3.375448942,15.52426815
NWE UN Equity,NorthWestern Corp,75.8,Utilities,Multi-Utilities,--,1.89796102,2.87826705,20.93989754
NWFL UQ Equity,Norwood Financial Corp,31.21,Financials,Banks,11.90188026,1.791344047,4.512206078,17.21238899
NWLI UW Equity,National Western Life Group Inc,243,Financials,Insurance,2.836962938,0.466520995,1.379601955,39.21760559
NWN UN Equity,Northwest Natural Holding Co,68.27,Utilities,Gas Utilities,--,2.594345093,2.9317379,30.12574959
NWPX UW Equity,Northwest Pipe Co,30.67,Industrials,Construction & Engineering,9.46053791,1.30832696,1.16166997,12.40064812
NWS UW Equity,News Corp,11.31,Communication Services,Media,38.11387634,0.92851001,0.850793004,27.41409874
NWSA UW Equity,News Corp,11.045,Communication Services,Media,38.11387634,0.92851001,0.850793004,27.41409874
NX UN Equity,Quanex Building Products Corp,16.46,Industrials,Building Products,8.858784676,1.929180026,0.711175025,18.4731884
NXGN UW Equity,NextGen Healthcare Inc,12.09,Health Care,Health Care Technology,14.20550632,2.641149044,1.944165945,39.27232742
NXRT UN Equity,NexPoint Residential Trust Inc,48.5,Real Estate,Equity Real Estate Investment Trusts (REITs),145.3612976,2.665296078,5.999712944,--
NXST UW Equity,Nexstar Media Group Inc,102.7,Communication Services,Media,24.49518013,2.640496969,1.773880959,29.61521149
NXTC UW Equity,NextCure Inc,42.61,Health Care,Biotechnology,--,4.110828876,--,--
NYCB UN Equity,New York Community Bancorp Inc,11.63,Financials,Thrifts & Mortgage Finance,--,0.906533003,2.960676908,15.79376125
NYMT UW Equity,New York Mortgage Trust Inc,5.955,Financials,Mortgage Real Estate Investment Trusts (REITs),--,1.067180991,1.725409985,9.561432838
NYT UN Equity,New York Times Co/The,36.88,Communication Services,Media,36.85971832,4.544287205,2.936898947,35.76182556
O UN Equity,Realty Income Corp,76.9,Real Estate,Equity Real Estate Investment Trusts (REITs),--,2.513118982,15.59279442,52.22626495
OAS UR Equity,Oasis Petroleum Inc,1.275,Energy,"Oil, Gas & Consumable Fuels",430.7458496,0.288002014,0.494468004,--
OBNK UW Equity,Origin Bancorp Inc,28.88,Financials,Banks,10.36192799,1.482689023,3.266247034,16.51599693
OC UN Equity,Owens Corning,52.71,Industrials,Building Products,12.03250313,1.53273201,0.993530989,14.11447334
OCFC UW Equity,OceanFirst Financial Corp,19.51,Financials,Thrifts & Mortgage Finance,13.43049812,1.117370963,3.649410009,12.30285358
OCN UN Equity,Ocwen Financial Corp,1.065,Financials,Thrifts & Mortgage Finance,1.557070971,0.663824975,0.201202005,--
OCUL UQ Equity,Ocular Therapeutix Inc,6.99,Health Care,Pharmaceuticals,--,12.93354797,53.60020447,--
OCX UA Equity,Oncocyte Corp,2.23,Health Care,Biotechnology,--,3.720582962,--,--
ODC UN Equity,Oil-Dri Corp of America,30.42,Consumer Staples,Household Products,14.08641243,1.93066597,0.893055975,16.83803749
ODFL UW Equity,Old Dominion Freight Line Inc,200.67,Industrials,Road & Rail,30.18809128,4.909005165,3.707434893,24.61532974
ODP UW Equity,Office Depot Inc,2.285,Consumer Discretionary,Specialty Retail,6.63862896,0.647736013,0.134619996,4.610403061
ODT UW Equity,Odonate Therapeutics Inc,30.65,Health Care,Pharmaceuticals,--,6.408205986,--,--
OEC UN Equity,Orion Engineered Carbons SA,13.88,Materials,Chemicals,15.34434986,6.248628139,0.783975005,12.09836388
OFC UN Equity,Corporate Office Properties Trust,27.94,Real Estate,Equity Real Estate Investment Trusts (REITs),--,1.961086988,5.095636845,37.77568436
OFG UN Equity,OFG Bancorp,16.96,Financials,Banks,12.00563812,1.272276044,2.658090115,20.3788166
OFIX UW Equity,Orthofix Medical Inc,33.025,Health Care,Health Care Equipment & Supplies,67.5344696,2.681262016,1.898180008,139.6440277
OFLX UQ Equity,Omega Flex Inc,83.47,Industrials,Machinery,60.29286194,14.79692078,9.723473549,63.11176682
OGE UN Equity,OGE Energy Corp,38.47,Utilities,Electric Utilities,194.3273315,2.149642944,3.988152981,20.49308777
OGS UN Equity,ONE Gas Inc,86.18,Utilities,Gas Utilities,--,2.318905115,2.993963003,25.34185982
OHI UN Equity,Omega Healthcare Investors Inc,40.74,Real Estate,Equity Real Estate Investment Trusts (REITs),68.31049347,2.320878029,9.73154068,26.68392181
OI UN Equity,O-I Glass Inc,9.97,Materials,Containers & Packaging,--,3.981962919,0.276760995,4.749750137
OII UN Equity,Oceaneering International Inc,9.37,Energy,Energy Equipment & Services,149.5776367,1.379402995,0.719811976,--
OIS UN Equity,Oil States International Inc,6.8,Energy,Energy Equipment & Services,11.91158772,0.806207001,0.951963007,--
OKE UN Equity,ONEOK Inc,67.83,Energy,"Oil, Gas & Consumable Fuels",--,5.022493839,3.078663111,24.60890579
OKTA UW Equity,Okta Inc,127.81,Information Technology,IT Services,492.7095032,33.16254425,23.3734417,--
OLED UW Equity,Universal Display Corp,159.23,Information Technology,Semiconductors & Semiconductor Equipment,59.07331848,12.08168888,23.88441277,70.57191467
OLLI UQ Equity,Ollie's Bargain Outlet Holdings Inc,45.6,Consumer Discretionary,Multiline Retail,227.1697845,4.008924007,2.938754082,31.95838165
OLN UN Equity,Olin Corp,14.06,Materials,Chemicals,11.98654175,1.125264049,0.458799988,29.19522667
OLP UN Equity,One Liberty Properties Inc,24.64,Real Estate,Equity Real Estate Investment Trusts (REITs),--,1.817402959,6.322052956,51.50579071
OMCL UW Equity,Omnicell Inc,84.11,Health Care,Health Care Technology,26.31074142,4.054607868,3.779426098,48.69416046
OMER UQ Equity,Omeros Corp,19.84,Health Care,Pharmaceuticals,--,--,6.250529766,--
OMF UN Equity,OneMain Holdings Inc,37.3,Financials,Consumer Finance,2.152667999,1.324852943,1.207898021,6.412428856
OMI UN Equity,Owens & Minor Inc,5.72,Health Care,Health Care Providers & Services,2.495584011,0.703646004,0.032572001,--
OMN UN Equity,OMNOVA Solutions Inc,10.105,Materials,Chemicals,--,21.69263268,0.615831971,--
ON UW Equity,ON Semiconductor Corp,17.795,Information Technology,Semiconductors & Semiconductor Equipment,62.59466934,3.037163973,1.815575957,20.89471817
ONB UW Equity,Old National Bancorp/IN,16.025,Financials,Banks,15.91981125,1.123008013,3.38180995,13.02633286
ONDK UN Equity,On Deck Capital Inc,3.14,Financials,Diversified Financial Services,1.709463954,0.890792012,0.690627992,18.30473328
ONTO UN Equity,Onto Innovation Inc,32.29,Information Technology,Semiconductors & Semiconductor Equipment,--,1.447173953,3.249572039,67.19814301
OOMA UN Equity,Ooma Inc,13.51,Communication Services,Diversified Telecommunication Services,--,8.855548859,1.614688993,--
OPB UW Equity,Opus Bank,23.13,Financials,Banks,12.98782825,0.878767014,2.869066954,15.95506191
OPBK UQ Equity,OP Bancorp,8.96,Financials,Thrifts & Mortgage Finance,1.430053949,1.158398032,2.323702097,10.16666698
OPCH UW Equity,Option Care Health Inc,14.22,Health Care,Health Care Providers & Services,--,2.448419094,0.470238,--
OPI UW Equity,Office Properties Income Trust,31.13,Real Estate,Equity Real Estate Investment Trusts (REITs),10.11967373,0.908226013,2.276927948,--
OPK UW Equity,OPKO Health Inc,2.11,Health Care,Biotechnology,--,0.605916023,0.969690979,--
OPRT UW Equity,Oportun Financial Corp,20.9,Financials,Consumer Finance,--,--,--,--
OPRX UR Equity,OptimizeRx Corp,6.97,Health Care,Health Care Technology,1556454.625,3.342406988,5.575460911,--
OPTN UW Equity,Optinose Inc,5.64,Health Care,Pharmaceuticals,--,6.523622036,11.1879797,--
OPY UN Equity,Oppenheimer Holdings Inc,23.16,Financials,Capital Markets,5.055544853,0.593362987,0.34307301,7.174934864
ORA UN Equity,Ormat Technologies Inc,70.46,Utilities,Independent Power and Renewable Electricity Producers,--,2.731128931,5.08042717,43.54327011
ORBC UW Equity,ORBCOMM Inc,2.91,Communication Services,Diversified Telecommunication Services,36.80986786,1.393712044,1.226573944,--
ORC UN Equity,Orchid Island Capital Inc,5.99,Financials,Mortgage Real Estate Investment Trusts (REITs),7.166730881,0.932756007,2.755295992,7.599880219
ORCL UN Equity,Oracle Corp,47.83,Information Technology,Software,15.54375362,11.59377766,4.77614212,17.86762238
ORGO UR Equity,Organogenesis Holdings Inc,3.7,Health Care,Biotechnology,--,48.5987854,2.289302111,--
ORI UN Equity,Old Republic International Corp,20.54,Financials,Insurance,7.159853935,1.132079959,0.928918004,11.07138538
ORLY UW Equity,O'Reilly Automotive Inc,359.595,Consumer Discretionary,Specialty Retail,31.27264023,83.40623474,3.323048115,24.49748421
ORRF UR Equity,Orrstown Financial Services Inc,18.05,Financials,Banks,34.65224457,0.955488026,1.931846976,9.991342545
OSBC UW Equity,Old Second Bancorp Inc,10.26,Financials,Banks,7.335915089,1.451002955,2.659542084,10.36153793
OSG UN Equity,Overseas Shipholding Group Inc,2.5,Energy,"Oil, Gas & Consumable Fuels",--,0.454876006,0.449880004,--
OSIS UW Equity,OSI Systems Inc,80.06,Information Technology,"Electronic Equipment, Instruments & Components",16.55570412,3.299664021,1.530292988,25.28105545
OSK UN Equity,Oshkosh Corp,70.12,Industrials,Machinery,21.19215012,2.40969491,0.790970027,12.28692055
OSMT UW Equity,Osmotica Pharmaceuticals PLC,5.36,Health Care,Pharmaceuticals,3.413400888,1.413632989,0.820241988,--
OSPN UR Equity,OneSpan Inc,16.02,Information Technology,Software,63.69948578,2.620059013,2.693773985,83.69837189
OSTK UQ Equity,Overstock.com Inc,6.32,Consumer Discretionary,Internet & Direct Marketing Retail,--,3.607489109,0.230661005,--
OSUR UW Equity,OraSure Technologies Inc,5.97,Health Care,Health Care Equipment & Supplies,1024.504028,1.613773942,3.203824997,62.12044907
OSW UR Equity,OneSpaWorld Holdings Ltd,10.9,Consumer Discretionary,Diversified Consumer Services,--,1.475000024,1.538553953,--
OTTR UW Equity,Otter Tail Corp,49.63,Utilities,Electric Utilities,--,2.635611057,2.215502024,23.52752304
OUT UN Equity,Outfront Media Inc,24.8,Real Estate,Equity Real Estate Investment Trusts (REITs),20.51405907,3.52107501,2.145948887,24.29750633
OVBC UQ Equity,Ohio Valley Banc Corp,29.07,Financials,Banks,20.76481438,1.479794979,3.17535305,19.04807663
OVLY UR Equity,Oak Valley Bancorp,16.25,Financials,Banks,10.92931271,1.259534955,2.840869904,12.63636398
OXM UN Equity,Oxford Industries Inc,57.4,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",15.92081165,2.318200111,1.047049999,16.65877724
OXY UN Equity,Occidental Petroleum Corp,31.26,Energy,"Oil, Gas & Consumable Fuels",40.45105362,1.552602053,1.648556948,25.94735146
OYST UW Equity,Oyster Point Pharma Inc,32.14,Health Care,Biotechnology,--,3.803466082,--,--
OZK UW Equity,Bank OZK,24.245,Financials,Banks,6.192213058,0.947788,3.096560001,9.277297974
PACB UW Equity,Pacific Biosciences of California Inc,3.705,Health Care,Life Sciences Tools & Services,--,14.33129406,8.63176918,--
PACD UN Equity,Pacific Drilling SA,1.23,Energy,Energy Equipment & Services,--,0.64546603,1.14475596,--
PACW UW Equity,PacWest Bancorp,31.08,Financials,Banks,8.022356033,0.925190985,3.341525078,9.833050728
PAG UN Equity,Penske Automotive Group Inc,43.1,Consumer Discretionary,Specialty Retail,15.04955387,1.457749009,0.179493994,9.80015564
PAHC UQ Equity,Phibro Animal Health Corp,26.15,Health Care,Pharmaceuticals,39.90385818,4.620027065,1.234565973,23.85754395
PANW UN Equity,Palo Alto Networks Inc,179.88,Information Technology,Software,25.37549019,14.55241871,7.244679928,--
PAR UN Equity,PAR Technology Corp,25.3,Information Technology,"Electronic Equipment, Instruments & Components",--,7.685129166,2.124855042,--
PARR UN Equity,Par Pacific Holdings Inc,14.4,Energy,"Oil, Gas & Consumable Fuels",21.01619911,2.018434048,0.216894001,--
PATK UW Equity,Patrick Industries Inc,49.25,Industrials,Building Products,5.638902187,2.50455904,0.517310977,13.58290195
PAYC UN Equity,Paycom Software Inc,281.77,Information Technology,Software,115.9044189,28.9883213,20.65731621,90.35418701
PAYS UR Equity,Paysign Inc,8.05,Information Technology,IT Services,26.42799568,28.93950844,14.94682503,92.6206131
PAYX UW Equity,Paychex Inc,78.59,Information Technology,IT Services,25.59627724,12.01269054,7.661448002,28.84066963
PB UN Equity,Prosperity Bancshares Inc,64.94,Financials,Banks,13.31087875,1.140759945,5.553452015,14.38066006
PBCT UW Equity,People's United Financial Inc,14.09,Financials,Banks,42.49562836,0.961103976,2.879753113,12.22006798
PBF UN Equity,PBF Energy Inc,17.58,Energy,"Oil, Gas & Consumable Fuels",--,1.048531055,0.153210998,--
PBFS UR Equity,Pioneer Bancorp Inc/NY,13.34,Financials,Thrifts & Mortgage Finance,--,1.744516015,--,--
PBH UN Equity,Prestige Consumer Healthcare Inc,38.27,Health Care,Pharmaceuticals,10.37386513,1.759876966,2.171946049,14.1553297
PBI UN Equity,Pitney Bowes Inc,3.155,Industrials,Commercial Services & Supplies,6.133992195,2.400974989,0.211979002,5.801064968
PBIP UQ Equity,Prudential Bancorp Inc,17.1,Financials,Thrifts & Mortgage Finance,23.42721939,1.157572985,3.274974108,16.5446434
PBPB UW Equity,Potbelly Corp,4.255,Consumer Discretionary,"Hotels, Restaurants & Leisure",25.30404091,1.40337801,0.246772006,--
PBYI UW Equity,Puma Biotechnology Inc,11.37,Health Care,Biotechnology,15.34764194,19.64318275,1.244771004,--
PCAR UW Equity,PACCAR Inc,65.05,Industrials,Machinery,30.83647728,2.822176933,1.071815968,11.51725769
PCB UW Equity,PCB Bancorp,12.82,Financials,Banks,6.606203079,1.196545959,2.617014885,11.67567635
PCG UN Equity,PG&E Corp,15.11,Utilities,Electric Utilities,--,1.120093942,0.335078001,2.408643961
PCH UW Equity,PotlatchDeltic Corp,38.57,Real Estate,Equity Real Estate Investment Trusts (REITs),35.84582138,2.370867014,3.536565065,53.42357635
PCRX UW Equity,Pacira BioSciences Inc,41.18,Health Care,Pharmaceuticals,31.2156868,5.348559856,4.468700886,157.2545319
PCSB UR Equity,PCSB Financial Corp,17.62,Financials,Thrifts & Mortgage Finance,--,1.25711298,5.210393906,37.89225388
PCTY UW Equity,Paylocity Holding Corp,131.99,Information Technology,Software,82.4105072,19.34022141,12.3826437,107.7334061
PCYO UR Equity,Pure Cycle Corp,12.34,Utilities,Water Utilities,--,3.691577911,10.65824604,30.26610756
PD UN Equity,PagerDuty Inc,19.53,Information Technology,Software,--,5.824964046,--,--
PDCE UW Equity,PDC Energy Inc,17.18,Energy,"Oil, Gas & Consumable Fuels",--,0.690441012,1.286270022,18.34575462
PDCO UW Equity,Patterson Cos Inc,23.79,Health Care,Health Care Providers & Services,--,1.522184014,0.388255,20.25141144
PDFS UW Equity,PDF Solutions Inc,13.79,Information Technology,Semiconductors & Semiconductor Equipment,26.36367798,2.785497904,6.396285057,--
PDLB UQ Equity,PDL Community Bancorp,13.8,Financials,Thrifts & Mortgage Finance,141.0033875,1.631150007,4.848091125,96.2924118
PDLI UW Equity,PDL BioPharma Inc,3.585,Health Care,Biotechnology,--,0.386934996,2.627717972,3.596595049
PDM UN Equity,Piedmont Office Realty Trust Inc,22.66,Real Estate,Equity Real Estate Investment Trusts (REITs),--,1.53937304,5.249604225,63.97036362
PE UN Equity,Parsley Energy Inc,12.51,Energy,"Oil, Gas & Consumable Fuels",--,1.04005897,2.778604984,21.09697533
PEAK UN Equity,Healthpeak Properties Inc,34.26,Real Estate,Equity Real Estate Investment Trusts (REITs),--,2.861927032,8.398180008,55.35784149
PEB UN Equity,Pebblebrook Hotel Trust,17.485,Real Estate,Equity Real Estate Investment Trusts (REITs),15.56022263,1.124418974,2.169671059,44.27431107
PEBK UQ Equity,Peoples Bancorp of North Carolina Inc,25.18,Financials,Banks,16.14964676,1.448099017,2.898313046,13.91949177
PEBO UW Equity,Peoples Bancorp Inc/OH,27.98,Financials,Banks,--,1.206987977,2.975234985,11.51210785
PEG UN Equity,Public Service Enterprise Group Inc,53.485,Utilities,Multi-Utilities,139.723938,1.972376943,2.953671932,17.62426758
PEGA UW Equity,Pegasystems Inc,87.34,Information Technology,Software,--,11.76241684,6.910891056,--
PEGI UW Equity,Pattern Energy Group Inc,27.41,Utilities,Independent Power and Renewable Electricity Producers,--,3.142749071,4.826718807,--
PEI UN Equity,Pennsylvania Real Estate Investment Trus,2.375,Real Estate,Equity Real Estate Investment Trusts (REITs),--,0.93800801,1.188817978,--
PEN UN Equity,Penumbra Inc,173.15,Health Care,Health Care Equipment & Supplies,1271.246948,11.83330822,10.42988491,165.1231995
PENN UW Equity,Penn National Gaming Inc,22.71,Consumer Discretionary,"Hotels, Restaurants & Leisure",5.759934902,1.59976995,0.557632029,13.98719311
PEP UW Equity,PepsiCo Inc,136.83,Consumer Staples,Beverages,35.49956512,12.93914127,2.86898303,24.6329689
PETQ UW Equity,PetIQ Inc,28.62,Health Care,Health Care Providers & Services,--,2.682261944,0.909031987,71.03231049
PETS UW Equity,PetMed Express Inc,26.94,Consumer Discretionary,Internet & Direct Marketing Retail,14.4849081,3.714266062,1.72874105,18.81599998
PFBC UW Equity,Preferred Bank/Los Angeles CA,49.01,Financials,Banks,11.24705124,1.909237027,3.864628077,11.62282372
PFBI UQ Equity,Premier Financial Bancorp Inc,15.27,Financials,Banks,9.105148315,1.106161952,3.095529079,10.9939394
PFE UN Equity,Pfizer Inc,35.21,Health Care,Pharmaceuticals,20.90719986,3.434696913,4.216635227,16.16975784
PFG UW Equity,Principal Financial Group Inc,43.54,Financials,Insurance,2.85949707,1.040703058,0.944679022,10.3993721
PFGC UN Equity,Performance Food Group Co,39.51,Consumer Staples,Food & Staples Retailing,19.19816399,3.873819113,0.232270002,26.03231049
PFIS UW Equity,Peoples Financial Services Corp,46.37,Financials,Banks,--,1.236667037,3.431627989,13.53494644
PFNX UA Equity,Pfenex Inc,11.46,Health Care,Biotechnology,--,4.780108929,8.378246307,--
PFPT UQ Equity,Proofpoint Inc,111.635,Information Technology,Software,30.97910881,11.0003376,7.226813793,--
PFS UN Equity,Provident Financial Services Inc,19.78,Financials,Thrifts & Mortgage Finance,12.0657692,1.146998048,3.658740997,14.08571434
PFSI UN Equity,PennyMac Financial Services Inc,37.21,Financials,Thrifts & Mortgage Finance,--,1.296455979,1.17189002,6.961144924
PG UN Equity,Procter & Gamble Co/The,120.43,Consumer Staples,Household Products,24.12515831,6.911392212,4.490490913,25.60945511
PGC UW Equity,Peapack Gladstone Financial Corp,27.29,Financials,Banks,7.47303009,1.168452978,2.529027939,12.66393375
PGEN UW Equity,Precigen Inc,3.185,Health Care,Biotechnology,--,12.43185425,8.493442535,--
PGNX UW Equity,Progenics Pharmaceuticals Inc,4.505,Health Care,Biotechnology,--,7.809824944,18.64390755,--
PGNY UW Equity,Progyny Inc,26.81,Health Care,Health Care Providers & Services,--,--,--,--
PGR UN Equity,Progressive Corp/The,79.27,Financials,Insurance,7.165244102,3.211035013,1.08375299,12.91892147
PGRE UN Equity,Paramount Group Inc,11.99,Real Estate,Equity Real Estate Investment Trusts (REITs),17.70151711,0.836260021,4.18980217,193.3789978
