Ticker,Name,Price,"GICS Sector
","GICS Ind Name
","P/FCF LF
","P/B LF
","P/S LF
","P/E LF
"
AXAS UR Equity,Abraxas Petroleum Corp,0.2003,Energy,"Oil, Gas & Consumable Fuels",--,0.498113006,0.658240974,7.21310997
AXDX UR Equity,Accelerate Diagnostics Inc,12.59,Health Care,Life Sciences Tools & Services,--,--,99.13562012,--
AXE UN Equity,Anixter International Inc,95.68,Information Technology,"Electronic Equipment, Instruments & Components",17.63555717,1.772608995,0.371690005,14.40615845
AXGN UR Equity,Axogen Inc,11.88,Health Care,Health Care Equipment & Supplies,--,5.359398842,6.579732895,--
AXL UN Equity,American Axle & Manufacturing Holdings I,5.77,Consumer Discretionary,Auto Components,9.736838341,1.239336967,0.185080007,6.305991173
AXLA UQ Equity,Axcella Health Inc,3.65,Health Care,Biotechnology,--,1.758545995,--,--
AXNX UW Equity,Axonics Modulation Technologies Inc,36.13,Health Care,Health Care Equipment & Supplies,--,5.165028095,59.46566772,--
AXP UN Equity,American Express Co,110.02,Financials,Consumer Finance,8.672828674,4.370720863,2.192491055,15.20024395
AXS UN Equity,Axis Capital Holdings Ltd,55.97,Financials,Insurance,36.76489258,1.046448946,0.96389699,21.83970833
AXSM UQ Equity,Axsome Therapeutics Inc,87.92,Health Care,Pharmaceuticals,--,102.3387833,--,--
AXTA UN Equity,Axalta Coating Systems Ltd,23.745,Materials,Chemicals,15.44678497,5.614414215,1.586678982,16.83721733
AXTI UW Equity,AXT Inc,3.465,Information Technology,Semiconductors & Semiconductor Equipment,--,0.949028015,2.062248945,--
AYI UN Equity,Acuity Brands Inc,99.7,Industrials,Electrical Equipment,11.71587753,2.600858927,1.447955966,16.38584518
AYR UN Equity,Aircastle Ltd,31.6,Industrials,Trading Companies & Distributors,--,1.171471,2.732546091,16.21828651
AYX UN Equity,Alteryx Inc,148.23,Information Technology,Software,282.1055603,15.36940575,15.26467705,228.6336975
AZO UN Equity,AutoZone Inc,1029.0601,Consumer Discretionary,Specialty Retail,17.5284481,--,2.11049509,16.55153465
AZPN UW Equity,Aspen Technology Inc,107.79,Information Technology,Software,35.42158127,20.95903969,13.79543972,33.43121338
AZZ UN Equity,AZZ Inc,35.15,Industrials,Electrical Equipment,10.84065628,1.529227018,0.978241026,14.80384636
B UN Equity,Barnes Group Inc,51.94,Industrials,Machinery,16.2613678,2.478419065,2.128161907,19.05805397
BA UN Equity,Boeing Co/The,261.435,Industrials,Aerospace & Defense,--,--,2.406444073,--
BAC UN Equity,Bank of America Corp,26.42,Financials,Banks,5.188450813,1.289137006,2.909809113,12.64066887
BAH UN Equity,Booz Allen Hamilton Holding Corp,74.92,Information Technology,IT Services,21.93515396,10.90756226,1.372364044,23.48197365
BANC UN Equity,Banc of California Inc,14.47,Financials,Banks,9.342999458,1.207252026,2.163377047,131.6707153
BAND UW Equity,Bandwidth Inc,61.69,Communication Services,Diversified Telecommunication Services,--,5.575682163,6.230352879,540.3604126
BANF UW Equity,BancFirst Corp,48.17,Financials,Banks,15.45178223,2.031296015,4.300673962,15.41376686
BANR UW Equity,Banner Corp,44.09,Financials,Banks,16.14929008,1.269220948,3.247181892,12.98156071
BATRA UW Equity,Liberty Media Corp-Liberty Braves,24.5,Communication Services,Entertainment,201.7082367,4.004742146,3.177433014,42.01280594
BATRK UW Equity,Liberty Media Corp-Liberty Braves,24.46,Communication Services,Entertainment,201.7082367,4.004742146,3.177433014,42.01280594
BAX UN Equity,Baxter International Inc,86.67,Health Care,Health Care Equipment & Supplies,--,--,--,--
BBBY UW Equity,Bed Bath & Beyond Inc,9.41,Consumer Discretionary,Specialty Retail,7.838506222,1.001561999,0.162555993,60.46480942
BBCP UR Equity,Concrete Pumping Holdings Inc,5.63,Industrials,Construction & Engineering,--,0.618843973,0.46260801,--
BBIO UW Equity,Bridgebio Pharma Inc,30,Health Care,Biotechnology,--,--,90.82157135,--
BBSI UW Equity,Barrett Business Services Inc,54.42,Industrials,Professional Services,9.21568203,3.946089983,0.715471029,14.47360039
BBX UN Equity,BBX Capital Corp,3.02,Consumer Discretionary,"Hotels, Restaurants & Leisure",8.952263832,0.766924024,0.595321,19.6595974
BBY UN Equity,Best Buy Co Inc,77.22,Consumer Discretionary,Specialty Retail,12.12310123,6.299460888,0.511797011,14.13570881
BC UN Equity,Brunswick Corp/DE,49.61,Consumer Discretionary,Leisure Products,24.31653976,3.668651104,1.182595015,13.03829384
BCBP UQ Equity,BCB Bancorp Inc,11.5,Financials,Banks,5.312348843,1.008713007,1.750166059,11.39669418
BCC UN Equity,Boise Cascade Co,35.37,Materials,Paper & Forest Products,8.778338432,2.030653954,0.307152003,17.23985863
BCEI UN Equity,Bonanza Creek Energy Inc,17.37,Energy,"Oil, Gas & Consumable Fuels",--,0.514391005,1.535984993,4.334416866
BCEL UW Equity,Atreca Inc,24.85,Health Care,Biotechnology,--,--,--,--
BCML UW Equity,Baycom Corp,18.34,Financials,Banks,31.69656563,1.113173008,3.053169012,15.28167343
BCO UN Equity,Brink's Co/The,79.57,Industrials,Commercial Services & Supplies,22.42384911,23.68648529,1.235947967,24.69860077
BCOR UW Equity,Blucora Inc,16.42,Financials,Capital Markets,15.33841896,1.939757943,1.757426023,10.87626839
BCOV UW Equity,Brightcove Inc,7.365,Information Technology,IT Services,212.0349731,4.559485912,1.792513967,--
BCPC UW Equity,Balchem Corp,94.46,Materials,Chemicals,34.10083771,4.400733948,5.08965683,40.56224442
BCRX UW Equity,BioCryst Pharmaceuticals Inc,3.6,Health Care,Biotechnology,--,--,8.956841469,--
BDC UN Equity,Belden Inc,41.04,Information Technology,"Electronic Equipment, Instruments & Components",15.29288769,2.604779959,0.962706029,18.73070526
BDGE UW Equity,Bridge Bancorp Inc,26.02,Financials,Banks,9.103070259,1.337883949,3.164274931,12.94594574
BDN UN Equity,Brandywine Realty Trust,14.43,Real Estate,Equity Real Estate Investment Trusts (REITs),77.36325836,1.656594038,4.779472828,159.7751923
BDSI UW Equity,BioDelivery Sciences International Inc,4.52,Health Care,Pharmaceuticals,--,5.567368031,3.434931993,--
BDX UN Equity,Becton Dickinson and Co,241.15,Health Care,Health Care Equipment & Supplies,25.95540047,3.938215017,4.238399029,26.21175385
BE UN Equity,Bloom Energy Corp,10.41,Industrials,Electrical Equipment,6.607591152,--,0.416063011,--
BEAT UW Equity,BioTelemetry Inc,42.53,Health Care,Health Care Providers & Services,42.50843048,4.28922081,3.569211006,36.2520256
BECN UW Equity,Beacon Roofing Supply Inc,29,Industrials,Trading Companies & Distributors,5.969408035,1.195165992,0.310485005,86.61784363
BELFB UW Equity,Bel Fuse Inc,10.03,Information Technology,"Electronic Equipment, Instruments & Components",14.54851437,1.183156967,0.404155999,108.0417786
BEN UN Equity,Franklin Resources Inc,21.87,Financials,Capital Markets,--,1.282299995,2.247833014,9.686767578
BERY UN Equity,Berry Global Group Inc,34.9,Materials,Containers & Packaging,7.539535999,3.493519068,0.638127029,21.17657089
BF/A UN Equity,Brown-Forman Corp,58.58,Consumer Staples,Beverages,53.12795258,16.12817574,9.505547523,37.78770828
BF/B UN Equity,Brown-Forman Corp,61.24,Consumer Staples,Beverages,53.12795258,16.12817574,9.505547523,37.78770828
BFAM UN Equity,Bright Horizons Family Solutions Inc,151.27,Consumer Discretionary,Diversified Consumer Services,39.96365738,8.956733704,4.23570013,49.34099197
BFC UR Equity,Bank First Corp,60.58,Financials,Banks,--,2.154552937,4.710894108,17.43039513
BFIN UW Equity,BankFinancial Corp,11.19,Financials,Banks,10.14635372,1.14606905,2.849400043,17.40796852
BFS UN Equity,Saul Centers Inc,43.18,Real Estate,Equity Real Estate Investment Trusts (REITs),--,3.216068029,5.234111786,33.61783218
BFST UW Equity,Business First Bancshares Inc,22.55,Financials,Banks,14.55928135,1.161200047,2.906536102,13.5697403
BG UN Equity,Bunge Ltd,48.09,Consumer Staples,Food Products,--,1.562569022,0.197924003,12.55991936
BGCP UW Equity,BGC Partners Inc,4.695,Financials,Capital Markets,10.77464104,3.06428504,0.945922017,27.81550026
BGG UN Equity,Briggs & Stratton Corp,2.93,Industrials,Machinery,--,0.628380001,0.136250004,--
BGS UN Equity,B&G Foods Inc,16.22,Consumer Staples,Food Products,263.1962891,1.436102033,0.712881029,12.59392738
BGSF UN Equity,BG Staffing Inc,15.54,Industrials,Professional Services,10.19424725,2.906569958,0.667160988,13.52951813
BH UN Equity,Biglari Holdings Inc,96,Consumer Discretionary,"Hotels, Restaurants & Leisure",3.425651073,0.422463,0.389277011,--
BHB UA Equity,Bar Harbor Bankshares,19.62,Financials,Banks,14.93061924,0.996495008,2.399246931,13.27020359
BHE UN Equity,Benchmark Electronics Inc,26.76,Information Technology,"Electronic Equipment, Instruments & Components",21.80217361,1.25128305,0.581390977,36.32991791
BHF UW Equity,Brighthouse Financial Inc,31.62,Financials,Insurance,2.405622959,0.264142007,0.675261974,10.29631805
BHLB UN Equity,Berkshire Hills Bancorp Inc,22.69,Financials,Banks,16.92130089,0.949024975,2.726716042,13.2005682
BHR UN Equity,Braemar Hotels & Resorts Inc,6.4,Real Estate,Equity Real Estate Investment Trusts (REITs),--,0.795298994,0.591220975,--
BHVN UN Equity,Biohaven Pharmaceutical Holding Co Ltd,48.84,Health Care,Biotechnology,--,18.31059837,--,--
BIG UN Equity,Big Lots Inc,16.46,Consumer Discretionary,Multiline Retail,--,1.249606013,0.199450999,7.609062195
BIIB UW Equity,Biogen Inc,315.48,Health Care,Biotechnology,8.419977188,3.873910904,3.85512495,9.221599579
BIO UN Equity,Bio-Rad Laboratories Inc,384.47,Health Care,Life Sciences Tools & Services,30.74489021,1.924093962,4.777266979,56.39481354
BJ UN Equity,BJ's Wholesale Club Holdings Inc,22.85,Consumer Staples,Food & Staples Retailing,17.7025547,--,0.211822003,12.71170712
BJRI UW Equity,BJ's Restaurants Inc,29.01,Consumer Discretionary,"Hotels, Restaurants & Leisure",22.36894035,2.50406003,0.662331998,17.25673485
BK UN Equity,Bank of New York Mellon Corp/The,38.86,Financials,Capital Markets,--,1.196066022,2.267846107,9.965294838
BKD UN Equity,Brookdale Senior Living Inc,4.82,Health Care,Health Care Providers & Services,--,2.005834103,0.333157003,--
BKE UN Equity,Buckle Inc/The,21.2,Consumer Discretionary,Specialty Retail,8.734482765,2.489862919,1.146595001,10.45049477
BKH UN Equity,Black Hills Corp,77.91,Utilities,Multi-Utilities,--,2.044085026,2.743127108,20.76401138
BKI UN Equity,Black Knight Inc,67.55,Information Technology,IT Services,34.69700623,5.084282875,8.087489128,75.91661072
BKNG UW Equity,Booking Holdings Inc,1638.03,Consumer Discretionary,Internet & Direct Marketing Retail,19.44659233,14.33678722,5.851506233,20.68923759
BKR UN Equity,Baker Hughes Co,16.81,Energy,Energy Equipment & Services,19.49922562,1.200328946,0.592746019,20.62748337
BKU UN Equity,BankUnited Inc,28.51,Financials,Banks,5.463358879,1.166772008,2.441972017,11.46282673
BL UW Equity,Blackline Inc,62.84,Information Technology,Software,113.8759079,7.234591007,9.874605179,--
BLBD UQ Equity,Blue Bird Corp,16.5,Industrials,Machinery,--,--,0.608687997,15.03590107
BLD UN Equity,TopBuild Corp,110.08,Consumer Discretionary,Household Durables,15.35012436,2.994326115,1.327690959,19.45039177
BLDR UW Equity,Builders FirstSource Inc,24.25,Industrials,Building Products,7.522736073,3.574604988,0.403876007,12.36088467
BLFS UR Equity,BioLife Solutions Inc,14,Health Care,Health Care Equipment & Supplies,171.6877441,4.394802094,12.82411671,82.630867
BLK UN Equity,BlackRock Inc,465.55,Financials,Capital Markets,29.61783409,2.313313007,5.392219067,18.2604847
BLKB UW Equity,Blackbaud Inc,66.99,Information Technology,Software,27.86725807,9.858563423,4.216310024,157.6824646
BLL UN Equity,Ball Corp,76.43,Materials,Containers & Packaging,22.2606945,7.119072914,1.866490006,28.74323082
BLMN UW Equity,Bloomin' Brands Inc,16.655,Consumer Discretionary,"Hotels, Restaurants & Leisure",12.2903471,11.06589413,0.465534002,14.55876827
BLUE UW Equity,Bluebird Bio Inc,72.01,Health Care,Biotechnology,--,3.780987024,108.3703156,--
BLX UN Equity,Bladex,18,Financials,Diversified Financial Services,--,0.833220005,2.909228086,9.73968029
BMCH UW Equity,BMC Stock Holdings Inc,24.04,Industrials,Trading Companies & Distributors,12.23457241,1.952592015,0.527642012,16.88710976
BMI UN Equity,Badger Meter Inc,61.13,Information Technology,"Electronic Equipment, Instruments & Components",25.74136925,5.711287975,4.438617229,40.08024597
BMRC UR Equity,Bank of Marin Bancorp,36.31,Financials,Banks,13.75231171,1.816110015,5.602107048,18.09236908
BMRN UW Equity,BioMarin Pharmaceutical Inc,95.35,Health Care,Biotechnology,--,4.869781017,8.884349823,--
BMTC UW Equity,Bryn Mawr Bank Corp,32.48,Financials,Banks,44.61464691,1.354182959,3.014322042,13.280653
BMY UN Equity,Bristol-Myers Squibb Co,60,Health Care,Pharmaceuticals,15.05478668,2.771722078,4.200789928,15.60983944
BNED UN Equity,Barnes & Noble Education Inc,3.57,Consumer Discretionary,Specialty Retail,--,0.389589012,0.091595002,--
BNFT UQ Equity,Benefitfocus Inc,11.11,Information Technology,Software,--,--,2.415370941,--
BOCH UQ Equity,Bank of Commerce Holdings,10.02,Financials,Banks,11.10475731,1.202702045,3.258965015,12.53576756
BOH UN Equity,Bank of Hawaii Corp,71.77,Financials,Banks,21.22688484,2.960896969,4.985732079,17.1208725
BOKF UW Equity,BOK Financial Corp,69.82,Financials,Banks,--,1.363587976,2.778762102,12.10698223
BOMN UR Equity,Boston Omaha Corp,17.28,Communication Services,Media,210.6281433,1.370419979,11.54303169,--
BOOM UW Equity,DMC Global Inc,34.71,Energy,Energy Equipment & Services,17.59874725,3.825300932,1.653975964,11.69825745
BOOT UN Equity,Boot Barn Holdings Inc,26.67,Consumer Discretionary,Specialty Retail,84.67383575,3.964659929,1.450788975,24.63605309
BOX UN Equity,Box Inc,15,Information Technology,Software,56.38352966,101.2516556,3.190031052,--
BPFH UW Equity,Boston Private Financial Holdings Inc,9.505,Financials,Banks,16.223629,1.223032951,2.448012114,12.04127121
BPMC UW Equity,Blueprint Medicines Corp,57.19,Health Care,Biotechnology,--,8.500314713,59.1207962,--
BPOP UW Equity,Popular Inc,46.59,Financials,Banks,9.034658432,0.941218019,2.009808064,8.936786652
BPRN UW Equity,Bank of Princeton/The,27.15,Financials,Banks,--,1.085695982,3.359338045,21.42176819
BPYU UW Equity,Brookfield Property REIT Inc,17.09,Real Estate,Equity Real Estate Investment Trusts (REITs),--,0.685075998,2.290597916,--
BR UN Equity,Broadridge Financial Solutions Inc,99.98,Information Technology,IT Services,29.41221237,12.60208988,3.265814066,31.21707916
BRBR UN Equity,BellRing Brands Inc,19.69,Consumer Staples,Personal Products,--,--,--,--
BRC UN Equity,Brady Corp,48.03,Industrials,Commercial Services & Supplies,21.34052277,3.282409906,2.555991888,20.87201118
BREW UW Equity,Craft Brew Alliance Inc,15.85,Consumer Staples,Beverages,11.41392708,1.211840987,0.800768018,--
BRG UA Equity,Bluerock Residential Growth REIT Inc,10.83,Real Estate,Equity Real Estate Investment Trusts (REITs),--,4.816875935,1.299466968,--
BRID UQ Equity,Bridgford Foods Corp,17.63,Consumer Staples,Food Products,--,3.443593979,1.211622953,34.36664963
BRK/B UN Equity,Berkshire Hathaway Inc,207.53,Financials,Diversified Financial Services,24.42440605,1.299070954,1.69540596,23.14978409
BRKL UW Equity,Brookline Bancorp Inc,13.54,Financials,Banks,9.387763977,1.388501048,3.474922895,14.83102036
BRKR UW Equity,Bruker Corp,44.75,Health Care,Life Sciences Tools & Services,47.46488571,7.808380127,3.379420042,31.09236526
BRKS UW Equity,Brooks Automation Inc,34.06,Information Technology,Semiconductors & Semiconductor Equipment,37.72961807,2.665945053,3.740233898,97.24217987
BRO UN Equity,Brown & Brown Inc,45.3,Financials,Insurance,17.79061317,3.319048882,4.500688076,28.85850906
BRP UW Equity,BRP Group Inc,16.17,Financials,Insurance,--,--,--,--
BRT UN Equity,BRT Apartments Corp,15.71,Real Estate,Equity Real Estate Investment Trusts (REITs),--,1.228276014,1.75721097,--
BRX UN Equity,Brixmor Property Group Inc,18.27,Real Estate,Equity Real Estate Investment Trusts (REITs),48.23722076,2.345856905,5.51612711,24.59110641
BRY UW Equity,Berry Corp,5.755,Energy,"Oil, Gas & Consumable Fuels",19.22507668,0.771342993,1.367696047,28.94751358
BSET UW Equity,Bassett Furniture Industries Inc,9.09,Consumer Discretionary,Household Durables,--,0.861756027,0.346231014,31.2901535
BSGM UR Equity,BioSig Technologies Inc,3.48,Health Care,Health Care Equipment & Supplies,--,21.66783142,--,--
BSIG UN Equity,Brightsphere Investment Group Inc,7.94,Financials,Capital Markets,--,13.6649332,1.135738015,3.575583935
BSRR UW Equity,Sierra Bancorp,23.22,Financials,Banks,13.55483913,1.43908,3.316870928,12.46423817
BSTC UQ Equity,BioSpecifics Technologies Corp,57.15,Health Care,Biotechnology,19.53085327,3.358810902,10.76922798,16.93670845
BSVN UW Equity,Bank7 Corp,15.12,Financials,Banks,9.825940132,1.904502988,3.629586935,23.40740776
BSX UN Equity,Boston Scientific Corp,36.94,Health Care,Health Care Equipment & Supplies,45.7824707,4.545536041,5.861632824,39.65529251
BTAI UR Equity,Bioxcel Therapeutics Inc,31.67,Health Care,Biotechnology,--,3.688744068,--,--
BTU UN Equity,Peabody Energy Corp,4.91,Energy,"Oil, Gas & Consumable Fuels",2.47954011,0.338101,0.204573005,--
BURL UN Equity,Burlington Stores Inc,219.2,Consumer Discretionary,Specialty Retail,31.10552216,32.46448135,1.978713989,29.74424553
BUSE UW Equity,First Busey Corp,20.94,Financials,Banks,13.46442127,1.234554052,3.192167997,12.76310635
BV UN Equity,BrightView Holdings Inc,14.2,Industrials,Commercial Services & Supplies,20.94724464,1.378486037,0.712660015,28.88090324
BWA UN Equity,BorgWarner Inc,29.78,Consumer Discretionary,Auto Components,15.50759315,1.902668953,0.879306018,10.48612309
BWB UR Equity,Bridgewater Bancshares Inc,12.26,Financials,Thrifts & Mortgage Finance,11.91080284,1.630987048,3.759731054,13.12380981
BWFG UQ Equity,Bankwell Financial Group Inc,26.05,Financials,Banks,37.27683258,1.244189024,2.536851883,12.43103409
